video_id,duration,time_stamp,sentences
4aw9-U_kkcs,51.133333,"[34.233, 37.9677097505669]","Against a bright red background, a yellow package labeled ""istikbal"" takes center stage as a woman thanks the viewer for watching, her voice fading into an upbeat pop song."
4aw9-U_kkcs,51.133333,"[39.066, 42.9]","As upbeat pop music abruptly transitions to punk, the video displays a colorful, blurred background with the words ""HAKAN TOPCU IS BITCH!"" overlaid on the screen."
4aw9-U_kkcs,51.133333,"[42.9, 51.133]","A pop song plays as the commercial shifts to a close-up shot of sunscreen, showcasing its application and texture before panning out to a woman on the beach, finally settling on a channel logo with ""EURO"" and ""Dizi"" boldly displayed against a red and white background."
o_lLsDzK-JM,251.884967,"[4.17, 60.026]","A man in a black jacket with a yellow logo stands before a cityscape backdrop, speaking about the importance of supporting the ""#ROLAND MARTIN UNFILTERED"" daily digital show. As the video transitions to a split-screen format, a woman in a professional setting discusses the current political climate, her voice echoing from the left side of the screen, while a man attentively listens from his seat on the right."
o_lLsDzK-JM,251.884967,"[60.026, 133.86303854875283]","The man on the brown leather couch, dressed in a white shirt, is speaking directly to the camera, seriously delivering his opinions on the current political climate and the government's response to recent events."
o_lLsDzK-JM,251.884967,"[134.501, 145.011]","The split-screen interview continues, with the woman on the left, against a blurred indoor background, passionately expressing her thoughts while the man on the right listens attentively."
o_lLsDzK-JM,251.884967,"[145.011, 148.248]","The camera moves between three women in a brightly lit television studio as one of them, dressed in a black jacket and orange top, continues the previous conversation about leadership and support."
o_lLsDzK-JM,251.884967,"[148.748, 151.184]","The vibrant nighttime cityscape fades as the screen displays the ""#ROLANDMARTINUNFILTERED DAILY DIGITAL SHOW"" logo, while a man's voice announces the show's return after a short break."
o_lLsDzK-JM,251.884967,"[151.184, 181.381]","A woman with dreadlocks speaks enthusiastically about the ""Life Luxe Jazz"" experience, her image juxtaposed with scenes of a luxurious beachside venue being prepared for a jazz festival, featuring empty chairs, a large stage, and the text ""Life Luxe Experience."" As the video shifts to showcase a live band playing under blue and purple lights, the audio describes the event's upscale offerings, including fine dining and top-shelf drinks, while the crowd dances and celebrates."
o_lLsDzK-JM,251.884967,"[182.415, 189.689]","As a chef expertly flips colorful diced vegetables in a pan, the sizzle of the ingredients blends with the distant chatter of a lively bar where two people clink glasses, toasting with a pink cocktail and a glass of amber liquid."
o_lLsDzK-JM,251.884967,"[191.658, 193.23646258503402]","Three women, enjoying a sunny day outdoors, smile brightly as a man's voice, likely from a nearby speaker, announces the ""LucksJazz Experience."""
o_lLsDzK-JM,251.884967,"[195.795, 232.89614512471655]","A woman with long dark dreadlocks speaks against a vibrant blue background, promoting the ""Life Luxe Jazz Experience"" in Los Cabos, as the scene transitions to a promotional image showcasing the luxurious poolside venue, the event's lineup of renowned jazz musicians, and the host, Mark Curry."
o_lLsDzK-JM,251.884967,"[234.367, 251.884]","After a brief audio snippet promoting the show, upbeat pop music plays as the screen transitions to a vibrant graphic advertising ""#ROLAND MARTIN UNFILTERED,"" the daily digital show, with the smiling host pictured on the right."
pJUhvhL8SBY,70.637233,"[9.342, 16.649]","The camera focuses on a tense conversation between a man and two women in a brightly lit office. The man in the blue shirt listens intently as the woman in the middle, holding a document, explains something to him.  He seems to be concerned and reassures her that ""it's okay"" as she continues, explaining that Elena left her job out of fear."
pJUhvhL8SBY,70.637233,"[16.649, 20.085260770975058]","The scene transitions from the tense office conversation to a vibrant red screen announcing ""KILLING EVE"" with ""NEW SEASON"" prominently displayed, while a woman's voice trails off from the previous scene, concluding with a curt ""Bye."""
pJUhvhL8SBY,70.637233,"[20.253, 27.961]","After a ""Killing Eve"" program break with a pop song playing, the scene shifts from a title screen for ""Terror in the Jungle"" to a woman engrossed in a book and a man urgently navigating a dense jungle, intercut with shots of the woman studying a map and a photograph of the man."
pJUhvhL8SBY,70.637233,"[27.961, 31.837641723356008]","After a commercial break, the scene transitions to a promotional graphic for ""Jamestown: Terror in the Jungle,"" featuring a circular spotlight illuminating figures against a dark background, while a pop song continues playing in the background."
pJUhvhL8SBY,70.637233,"[32.065, 35.568]","A commercial for the TV show ""Jamestown"" begins with a close-up of a man and a woman, their faces close together, creating a sense of intimacy and drama as the man speaks in a low, serious voice, saying ""Yeah! There is a new beginning."""
pJUhvhL8SBY,70.637233,"[35.568, 41.586938775510205]","A commercial for ""A Discovery of Witches"" begins, the camera dramatically cuts back and forth between a close-up of a determined face and a wide shot of the person striding through a dimly lit space as a man speaks urgently."
pJUhvhL8SBY,70.637233,"[41.975, 44.277]","The commercial break ends, zooming in on a man's intense face, illuminated against a dark background, as he speaks about a shared struggle against a powerful enemy."
pJUhvhL8SBY,70.637233,"[46.88, 51.1071201814059]","A woman with sleek hair, spotlighted against a blurred background, looks intently at someone as she speaks, her expression shifting from shock to a shout, finally resting in composure as she warns, ""Because there's always somebody stronger."""
pJUhvhL8SBY,70.637233,"[59.392, 65.198]","After a series of commercials, the screen goes dark before displaying the title card for ""TERROR IN THE JUNGLE"" accompanied by the distinct sound of a laser blast from a video game, followed by the elegant melody of classical music as the credits roll, listing the names involved in the production."
pJUhvhL8SBY,70.637233,"[65.198, 67.9415873015873]","The screen explodes with a bold, golden ""20th TELEVISION"" logo, set against a dramatic, sunset-hued city skyline, as a powerful metal song blasts."
pRz8yjRZ7nM,407.9075,"[9.943, 94.561]","A man, sitting at his desk in a rustic wooden room decorated with animal heads and feathers, speaks to the camera, gesturing as he explains why he purchased a new photo editing program to replace his current subscription service."
pRz8yjRZ7nM,407.9075,"[101.034, 113.84743764172336]","A man points out the intricate, layered structure of a dark brown and white fungus growing on a piece of wood, explaining that he took the close-up shot with a macro lens."
pRz8yjRZ7nM,407.9075,"[114.681, 187.954]","A man speaks, describing the technical details of a close-up photograph of a fungus he took, while on-screen, the image is zoomed in and out, revealing the editing software interface he used to process the image."
pRz8yjRZ7nM,407.9075,"[187.954, 219.33569160997732]","Zooming in on the intricate, layered structure of a brown and white fungus growing on a piece of wood, the man explains his photo editing process, his voice accompanied by the sounds of keyboard clicks and a brief, melodic chime."
pRz8yjRZ7nM,407.9075,"[220.019, 222.84190476190477]","The man continues to speak, likely still discussing the editing process, as three close-up photos of a textured, brown, white, and green fungus on a wooden surface fill the computer screen."
pRz8yjRZ7nM,407.9075,"[223.59, 234.49832199546486]","A close-up shot reveals the intricate, layered structure of a brown and white fungus growing on decaying wood as a man and a woman discuss the image, their voices occasionally punctuated by the sounds of chewing."
pRz8yjRZ7nM,407.9075,"[235.001, 237.837]","As the man continues to explain his photo editing process, the computer screen fills with multiple, open windows, each displaying a different close-up view of the intricately textured, brown and green fungus."
pRz8yjRZ7nM,407.9075,"[237.837, 241.04634920634922]","Zooming in on the rough texture and natural color variations of a piece of wood, the video focuses on the intricate details of a fungus, its layered, wavy structure a fascinating subject as rock music begins to play."
pRz8yjRZ7nM,407.9075,"[241.441, 374.95582766439907]","A man compares three different photo editing programs, showcasing close-up images of textured fungi on his computer screen as he discusses the pros and cons of each software with a woman."
pRz8yjRZ7nM,407.9075,"[380.646, 404.0968707482993]","The camera focuses on a cluster of brown and white fungi growing on a tree, zooming in to highlight their intricate details as rock music plays in the background."
pVeRDMujVks,92.92,"[5.32, 8.84]","As the title ""Extra on the Beach"" flashes across the screen, the idyllic image of the beach is quickly replaced by a brewing storm, dark clouds gathering above the turbulent ocean waves crashing against the shore."
pVeRDMujVks,92.92,"[10.32, 12.376235827664399]","After the title ""Confession Cam"" appears on a dark red background, a person holding a heart-shaped object walks towards a large smiley face drawn in the sand, as the sound of a car crash suddenly breaks the silence."
pVeRDMujVks,92.92,"[18.0, 20.204444444444444]","Two shirtless men are locked in a fierce struggle in muddy water, one trying to lift the other as a woman counts down from four, her voice barely audible over the commotion of the unseen crowd and splashing water."
pVeRDMujVks,92.92,"[21.32, 23.84]","A sweaty and shirtless man with styled hair smiles at the camera as he wipes his face with a yellow cloth, the tropical setting visible behind him."
pVeRDMujVks,92.92,"[25.76, 28.84]","A young woman named Chloe, standing in a tropical setting with lush greenery behind her, speaks seriously to the camera, her voice clear over the ambient sounds of the outdoors."
pVeRDMujVks,92.92,"[35.96, 53.0]","A muddy man with a microphone, possibly a contestant, catches his breath after a physically demanding competition, while a voiceover commentates on the intense match and then transitions to a conversation between two women in a tropical setting."
pVeRDMujVks,92.92,"[53.0, 55.08]","Two women playfully wrestle in a muddy pond, one locking the other in a hug as a man nearby splashes water, adding to the lively atmosphere while someone shouts ""Oh, shit!""."
pVeRDMujVks,92.92,"[55.08, 81.56]","After a muddy wrestling match, two exhausted women, Che and Georgia, sit together, recounting the scary and unfair fight to the camera while nearby, two men playfully grapple in the mud."
pVeRDMujVks,92.92,"[84.84, 86.84263038548752]","As lightning flashes across the stormy sky, a dramatic scene unfolds on the beach with the words ""EXTRA ON THE BEACH"" etched on the sand, and a woman can be heard urgently shouting ""Run!"""
pVeRDMujVks,92.92,"[86.88, 92.88]","As the dramatic scene on the beach fades, a vibrant MTV logo appears on the screen, inviting viewers to subscribe to the channel for more ""Ex on the Beach"" drama."
y7moDAUZ0Is,103.833333,"[0.0, 7.966]","A gardener, clad in red gloves, kneels on the muddy ground, carefully pressing a circular tool into the earth, preparing the soil for planting."
y7moDAUZ0Is,103.833333,"[7.966, 14.333]","A blues song plays as an elderly man, dressed in blue, bends over the dark, freshly turned soil, possibly tending to crops partially covered with black plastic."
y7moDAUZ0Is,103.833333,"[14.333, 19.3]","Gazing up at the bright, cloud-filled sky, the gardener, wearing a green cap, holds something in their hand, perhaps taking a break to admire the beauty of the day, as a pop song plays softly in the background."
y7moDAUZ0Is,103.833333,"[19.3, 25.233]","Starting with a close-up of soil and mulch, the camera pans out to reveal rows of thriving plants in a garden bed, all while upbeat electronic music transitions to the calm voice of a woman."
y7moDAUZ0Is,103.833333,"[25.233, 29.356190476190477]","Zooming in on the muddy, blue tractor amidst a vibrant green field, the camera follows a hand as it glides over the machine's intricate details, while electronic music plays in the background."
y7moDAUZ0Is,103.833333,"[30.133, 34.633]","The camera zooms in on a white pipe secured to a metal component, likely part of the blue tractor seen previously, as the engine roars to life, the sound echoing through the surrounding greenery."
y7moDAUZ0Is,103.833333,"[34.633, 51.533]","A man skillfully operates a backhoe in a field, the powerful machine's arm digging deep into the ground, while a pop song plays on the radio, adding a cheerful note to the rural scene."
y7moDAUZ0Is,103.833333,"[55.333, 65.6195918367347]","As the person in the white shirt diligently works the soil with a tool, the tranquil sounds of nature are interrupted by the sudden roar of a car engine starting up and driving away."
y7moDAUZ0Is,103.833333,"[66.3, 72.8]","A man wearing a blue apron and a cap tends to his lush garden, the sounds of his careful troweling blending with the quiet murmur of a conversation in the background."
y7moDAUZ0Is,103.833333,"[74.133, 82.9]","The tranquil scene shifts from the bustling activity of the garden to a wide shot of a cloudy sky above a lush green landscape dotted with buildings, accompanied by the serene melody of a pop song transitioning into electronic music."
y7moDAUZ0Is,103.833333,"[82.9, 103.833]","As electronic music plays, the camera focuses on a person's legs working a machine in a field, then zooms out to reveal them operating heavy machinery, digging a large hole in the muddy ground."
uZBpGSkFzFQ,286.552933,"[0.0, 9.009]","A man, dressed in a plaid shirt, stands in the middle of a brightly lit mall, gesturing with his hand as he enthusiastically talks about lid wipers, a topic seemingly inspired by the ""Lunar New Year"" banner behind him."
uZBpGSkFzFQ,286.552933,"[32.532, 36.836]","The video transitions from the mall scene to a stylized view of Earth from space, zooming in on a glowing ""OPT"" logo as a man begins to speak."
uZBpGSkFzFQ,286.552933,"[36.836, 46.78]","The video transitions from the previous scene to a title card for ""Clinical Insights: Episode 4 - Lid Wiper Epithelopathy,"" as a man's voice begins to explain the growing importance of monitoring ""lid wiper epithelial"" and the need to understand anatomical landmarks for proper comprehension."
uZBpGSkFzFQ,286.552933,"[51.751, 66.666]","As the speaker continues to explain the importance of the lid wiper in maintaining a healthy tear film, the video transitions from a diagram of the human eye to a detailed cross-section of an eyelid, highlighting the structure of the lid wiper and its surrounding tissues."
uZBpGSkFzFQ,286.552933,"[71.638, 96.20027210884354]","The video zooms in on detailed photographs of upper and lower eyelids while a man explains the ""line of Marx,"" a feature where the conjunctiva meets the eyelid, and a woman briefly interjects."
uZBpGSkFzFQ,286.552933,"[101.468, 121.354]","A man explains the use of Lissamine green and Fluorescein dyes in visualizing lid wiper epitheliopathy, as seen in the side-by-side panels showing a green-tinted eye and a fluorescing eye, respectively."
uZBpGSkFzFQ,286.552933,"[126.326, 181.414]","A man explains how to measure the horizontal and sagittal width of lid wiper staining, as seen in the close-up images of an eye with green markings indicating the extent of staining."
uZBpGSkFzFQ,286.552933,"[181.414, 206.272]","As the speaker explains the significant improvement in a patient's lid wiper epitheliopathy after three months of treatment, the video shows a close-up of an eye with a greenish tint, transitioning to a clearer, more reflective eye in the right image."
uZBpGSkFzFQ,286.552933,"[216.216, 263.463]","A man speaks, continuing his presentation on lid wiper epitheliopathy, as a whiteboard behind him displays a detailed diagram of an eyelid, highlighting key structures and the use of fluorescein and lissamine green staining for diagnosis."
uZBpGSkFzFQ,286.552933,"[265.131, 271.504]","After the presentation about lid wiper epitheliopathy, the video transitions to a close-up shot of the ""Optometric Insights"" logo, its sleek silver design gleaming against a black background as a woman begins to speak, followed by a man."
uZBpGSkFzFQ,286.552933,"[271.504, 286.552]","As the presentation on lid wiper epitheliopathy concludes, the video transitions to a split-screen layout featuring a still image of the presenter and a colorful ""Optometric Insights"" outro screen, accompanied by upbeat music and a female voiceover."
vOTU-xNzQlo,133.833333,"[5.0, 11.2]","A woman in a red top and black shorts walks down a sunlit brick street, passing a building advertising ""Liliana's"".  Though the man's voice is off-screen, his words, ""I got a legend on the way,"" suggest he is speaking about the woman."
vOTU-xNzQlo,133.833333,"[11.7, 16.7]","A woman in a vibrant red dress stands contemplatively against a brick wall as a pop song fades and a man's voice asks, ""What can I do to make you stay?"", hinting at a tense conversation."
vOTU-xNzQlo,133.833333,"[16.7, 47.633]","The video begins with a woman confidently posing in a bikini, but the mood shifts as she changes into a vibrant red dress, gracefully moving against a brick wall while a soulful Rhythm & Blues song plays.  As the music transitions to a more pleading pop song, the woman, now leaning pensively on a railing, seems lost in thought, perhaps reflecting on the man's pleas heard earlier."
vOTU-xNzQlo,133.833333,"[47.633, 51.466]","As a catchy pop song plays, a woman saunters down a city street, her black dress swaying against the industrial backdrop of buildings and construction."
vOTU-xNzQlo,133.833333,"[51.466, 54.133]","As the catchy pop song continues, the woman in the black dress, her hair styled in loose waves, walks down a city street, her focus glued to the phone in her hand."
vOTU-xNzQlo,133.833333,"[54.133, 58.4]","A woman in a short black dress strides confidently past a construction site, the upbeat pop song on her headphones providing a soundtrack to her walk."
vOTU-xNzQlo,133.833333,"[59.466, 66.87346938775511]","A woman in a chic black dress walks down a city street, the upbeat tempo of the pop song on her headphones accompanying her confident stride as she passes by a construction site."
vOTU-xNzQlo,133.833333,"[67.733, 70.933]","Against a blurred backdrop of greenery, a woman in a black dress strikes a pose for the camera, her serious expression softening as she adjusts her dress while a woman's voice exclaims ""Woah! Oh yeah!"" off-screen."
vOTU-xNzQlo,133.833333,"[70.933, 75.51129251700681]","As upbeat electronic music plays, a blonde woman in a light blue top gracefully moves her arms in front of a building with arched windows, her movements fluid and dance-like."
vOTU-xNzQlo,133.833333,"[75.966, 118.49142857142857]","As a catchy pop song plays, the woman adjusts her black dress, posing against the backdrop of a brick building before changing into a pink tank top.  Lost in thought, she later appears in a vibrant red dress, dancing gracefully as the music swells.  The scene culminates with the man's heartfelt plea, ""You make me wanna settle down,"" adding another layer to their complex relationship."
vOTU-xNzQlo,133.833333,"[118.966, 133.566]","A woman in a vibrant green bikini stands confidently before a chain-link fence as a man's voice, perhaps from a distance, encourages settling down and starting a family, his words blending with the romantic lyrics of a pop song."
q__k5o5SgT8,164.466667,"[0.0, 7.596009070294785]","A person announces their arrival at the Creekview Place 2 elevators, the camera then focuses on the clean and spacious empty elevator before zooming in on the control panel and buttons."
q__k5o5SgT8,164.466667,"[7.866, 18.033]","The empty elevator, with its sleek wood paneling and polished metal plaque, is momentarily filled with the sound of pouring rain before a cheerful pop song plays through the speakers, finally interrupted by the echoing chime of the doorbell as the elevator reaches its destination."
q__k5o5SgT8,164.466667,"[18.033, 25.588390022675735]","As the elevator door slides open, revealing a warm, well-lit hallway, a man's voice can be heard, seemingly pleased as he announces, ""Ooh, we get this one right here. This is a single slide one."""
q__k5o5SgT8,164.466667,"[26.5, 48.49560090702948]","Inside the brightly lit elevator, a hand reaches out to press a button on the control panel, the digital display reading ""1,"" as a man's voice briefly speaks, followed by the distinct sound of a door opening and closing."
q__k5o5SgT8,164.466667,"[48.533, 85.666]","A hand presses the illuminated button for the third floor as a man announces ""Three,"" the elevator doors close with a thud, and the elevator ascends, leaving the viewer with a view of the empty orange-walled elevator as a woman speaks."
q__k5o5SgT8,164.466667,"[85.666, 109.41242630385487]","Inside the empty elevator, a hand presses a button on the panel as a man's voice can be heard apologizing and then mentioning a ""center opening door."""
q__k5o5SgT8,164.466667,"[109.8, 119.8]","Inside the dimly lit, metallic elevator, a hand presses a button on the control panel as the sound of typing can be heard, followed by a creaking door and then a man's voice."
q__k5o5SgT8,164.466667,"[119.8, 124.533]","As the elevator ascends, a man can be heard remarking ""This one has two panels"" and ""And we are stopping at two,"" his voice intermingled with the echoing ""Ding!"" of the elevator bell."
q__k5o5SgT8,164.466667,"[124.533, 128.266]","The elevator arrives at the second floor with a ding, and as the doors slide open, a woman's voice can be heard expressing gratitude in Japanese from outside."
q__k5o5SgT8,164.466667,"[128.266, 135.9]","As the elevator reaches the first floor, a man announces ""What floor? All the way down,"" and after a brief ""Okay,"" the illuminated button for the first floor is pressed."
q__k5o5SgT8,164.466667,"[135.9, 164.466]","The elevator ascends to the seventh floor, bathed in a bright, slightly hazy light, as a man's voice, seemingly talking on the phone, can be heard discussing his elevator video hobby, followed by the sound of a ringing doorbell and a closing door."
s3wIwAqKp4k,320.16,"[0.0, 7.44]","A young girl in a pink outfit happily splashes through puddles on a rainy day, her bright pink rain boots shining as she walks."
s3wIwAqKp4k,320.16,"[7.44, 62.21551020408163]","The young girl, now holding a pink umbrella, looks up curiously at something off-camera, her joyous expression replaced with concern.  A man and a woman speaking in a foreign language can be heard, their conversation revealing that the girl had forgotten her umbrella."
s3wIwAqKp4k,320.16,"[62.6, 78.32]","As a cheerful children's song begins to play, the young girl, now holding a pink umbrella, walks away from the camera down a sidewalk, her pink outfit a bright contrast to the wet pavement and the dog following behind."
s3wIwAqKp4k,320.16,"[78.32, 91.50984126984127]","As the cheerful children's song continues to play, the young girl, sheltered by her pink umbrella, strolls down the sidewalk, leaving the dog behind."
s3wIwAqKp4k,320.16,"[92.16, 123.18185941043085]","A young girl, her face serious, stands on a grassy roadside, holding a brightly-colored pink umbrella as a man and a woman's muffled conversation, punctuated by distant birdsong and a barking dog, can be heard."
s3wIwAqKp4k,320.16,"[123.2, 130.4]","As a man and a woman's muffled conversation continues in the background, the young girl, now at a park, swings back and forth on a swing set, her purple shirt and pink pants a stark contrast to the surrounding green grass and brown sandy surface."
s3wIwAqKp4k,320.16,"[130.4, 142.8259410430839]","The little girl, dressed in purple and pink, laughs with joy as she swings high on a playground swing set, her happy sounds mixing with the muffled voices of a man and a woman arguing over whether something is ""real."""
s3wIwAqKp4k,320.16,"[236.0, 261.2]","As a cheerful pop song fills the air, the little girl, her pink outfit a vibrant splash of color, strolls down a sidewalk still damp from the recent rain."
s3wIwAqKp4k,320.16,"[261.2, 268.48]","A young girl in a pink outfit walks along a park pathway, her pink boots splashing in puddles left by the recent rain, as a cheerful pop song plays, the lyrics mentioning an ""angel"" and asking ""Did we forget something?""."
s3wIwAqKp4k,320.16,"[268.48, 306.4567800453515]","A young girl, enjoying a sunny day after the rain, happily plays with her dog in a grassy field, then her attention shifts to the sand on the ground. As a cheerful song plays, she moves to a playground, playfully hitting colorful balls with her pink umbrella, her laughter blending with the adults' singing voices."
s3wIwAqKp4k,320.16,"[308.6, 318.2]","After playing in the park, the young girl, holding a toy under her pink umbrella, looks around thoughtfully when she hears a man ask about a ""Platypus"" and she cries out, ""I got Pig-Eyes! I want him!"""
ln-yFLZ5wcc,108.1,"[5.0, 9.533]","The video opens with a sweeping shot of a majestic mountain range bathed in the warm glow of the sun. As the camera focuses on the sun, a serene melody begins to play, enhancing the tranquility of the scene."
ln-yFLZ5wcc,108.1,"[9.533, 13.421133786848072]","As the camera fluidly pans across the breathtaking snow-capped peaks, a pop song begins to play, adding a modern touch to the serene atmosphere of the majestic mountain range."
ln-yFLZ5wcc,108.1,"[14.933, 21.033]","Zooming in from a breathtaking wide shot, the camera focuses on the sharp, jagged peaks of a snow-capped mountain range, the intricate details of the rocks and snow highlighted against the clear blue sky, while upbeat pop music plays in the background."
ln-yFLZ5wcc,108.1,"[21.033, 25.959909297052153]","As the upbeat pop music fades, a man starts talking while the camera moves inside a car, giving a glimpse of the sleek dashboard and steering wheel, before panning out to reveal the same majestic, snow-capped mountain range through the windshield."
ln-yFLZ5wcc,108.1,"[26.033, 51.366]","From inside the car, the snowy mountain peaks fill the windshield, the view briefly accompanied by electronic music before a woman starts talking, her voice soon replaced by another pop song as the camera focuses on a lone tree against the vast mountainous landscape, power lines cutting across the scene."
ln-yFLZ5wcc,108.1,"[51.366, 55.233]","An axe rests on the snow-dusted ground, surrounded by fallen autumn leaves, as electronic music plays, its modern sound contrasting with the rustic scene of the axe and the winter landscape."
ln-yFLZ5wcc,108.1,"[55.233, 58.2356462585034]","As electronic music plays, the camera focuses on a white car parked beneath a snow-dusted tree, its roof adorned with a mix of snow and fallen leaves, hinting at the changing seasons."
ln-yFLZ5wcc,108.1,"[58.666, 70.3]","Electronic music continues to play as the camera moves from a snow-covered landscape with a person walking towards a car, then shifts to show the intricate details of leaves on tree branches against a backdrop of snow-capped mountains."
ln-yFLZ5wcc,108.1,"[70.3, 81.9]","The camera pans across a serene mountain village nestled at the foot of snow-capped peaks, showcasing the quaint houses and lush greenery, while electronic and pop music play in the background."
ln-yFLZ5wcc,108.1,"[81.9, 90.533]","The camera glides over a serene village nestled at the foot of snow-capped mountains, its traditional stone houses contrasting with the modern electronic music playing in the background."
ln-yFLZ5wcc,108.1,"[91.133, 108.1]","Zooming in from a breathtaking wide shot of snow-covered mountains, the camera reveals a quaint village nestled at the foot of the slopes as electronic and pop music play in the background."
ntbmuiuta_8,96.52,"[5.32, 10.08]","A smartphone screen, brightly lit against a softly blurred background, displays the Yoyo TV app, available for download on various platforms, while upbeat pop music plays, encouraging viewers to download the app."
ntbmuiuta_8,96.52,"[10.08, 30.96]","A man with glasses, seated in a professional setting, is actively gesturing while speaking on Yoyo TV. As the camera focuses on him, he seems to be explaining something with a neutral expression."
ntbmuiuta_8,96.52,"[30.96, 33.64]","The man on Yoyo TV, illuminated by natural light, pauses, thoughtfully rubbing his chin as he listens to a woman speaking in the background."
ntbmuiuta_8,96.52,"[33.64, 44.12]","After a brief pause, the man on Yoyo TV, now surrounded by a group of people in formal attire, listens intently as a woman speaks through a microphone in the background, her voice echoing through the room."
ntbmuiuta_8,96.52,"[44.12, 59.12]","The man with glasses, now seated beside another man in a formal setting, listens intently as a woman continues speaking in the background, her voice echoing through the room. Then, the scene shifts to a crowded outdoor setting, where the man, now wearing a traditional shawl, is surrounded by a group of people, some looking concerned as the woman continues speaking."
ntbmuiuta_8,96.52,"[59.12, 63.28]","A group of men in formal attire, seated in what appears to be a conference room, listen intently as a woman speaks in the background, her voice echoing through the room."
ntbmuiuta_8,96.52,"[63.28, 66.43229024943311]","An elderly man in a white shirt, seated in a formal setting that resembles a legislative assembly, gestures passionately while a woman's voice echoes through the room, her speech inaudible but likely related to the papers in front of him."
ntbmuiuta_8,96.52,"[67.16, 71.32]","A bearded man with a red mark on his forehead smiles warmly, flashing a peace sign as a woman speaks in the background, her voice echoing through the room, suggesting an ongoing event or gathering."
ntbmuiuta_8,96.52,"[71.32, 75.24]","A bearded man with a red mark on his forehead smiles warmly at the camera as a woman continues her speech, her voice echoing through the room."
ntbmuiuta_8,96.52,"[75.24, 89.27909297052155]","A vibrant, geometric animation plays, accompanied by the delicate melody of a music box, as a hand smoothly applies sunscreen, highlighting its texture and benefits."
ntbmuiuta_8,96.52,"[90.04, 96.52]","The video concludes with a close-up of the Yoyo TV logo against a dark background, prompting viewers to engage with the channel on various social media platforms as a woman speaks in the background."
bc0QbyygT3w,197.765,"[0.0, 12.643]","A young girl, captured in a still frame from a video titled ""Once An Austrian Went Yodeling"", stands in a room scattered with clothing.  The playful melody of a child's voice fills the air as she sings about an Austrian yodeler."
bc0QbyygT3w,197.765,"[12.643, 16.50938775510204]","A young girl in a leopard-print coat and pink hat strolls down a city sidewalk, her cheerful singing about a pretty girl echoing through the urban landscape."
bc0QbyygT3w,197.765,"[17.08, 25.254]","A young girl in a leopard-print coat and pink hat, standing before a large tree trunk, reacts to something unseen with a pained expression, clutching her ears as a man speaks nearby and cheerful music plays in the background."
bc0QbyygT3w,197.765,"[25.254, 30.592]","Seated at a table in a brightly lit restaurant, a young girl in a red polka-dotted shirt examines a small white creamer.  As she lifts the teacup to her lips, the man's voice, heard earlier by the tree, wishes someone ""Breakfast"" while a woman's voice sings cheerfully in the background."
bc0QbyygT3w,197.765,"[30.592, 46.505]","The young girl, now wearing a red sweater, sits peacefully at a table with a cup in her hand, enjoying the view of snow-capped mountains from a window. Later, she stands in the middle of a bustling restaurant with red carpets and white tablecloths, as a cheerful children's song about a yodeling Austrian plays in the background."
bc0QbyygT3w,197.765,"[70.658, 89.441]","A young girl, wearing a red swimsuit and cap, swims confidently towards the camera in a bright pool, eventually standing up as a cheerful pop song plays in the background."
bc0QbyygT3w,197.765,"[89.441, 100.617]","The young girl, still wearing her red swimsuit and cap, continues to swim energetically in the spacious indoor pool, surrounded by lounge chairs and other swimmers. As a children's song about a yodeling Austrian plays on the sound system, she takes a break from swimming and relaxes on a yellow float in the shallower end of the pool."
bc0QbyygT3w,197.765,"[100.617, 104.25759637188209]","After a refreshing swim, the little girl, now dressed in a pink robe and barefoot, walks towards the lockers in the brightly lit pool area, as a child's voice cheerfully sings in the background."
bc0QbyygT3w,197.765,"[112.76, 140.35]","The young girl, now in a bright pool with other swimmers, struggles to stay afloat, splashing and crying while a man speaks nearby and a cheerful children's song plays over the pool's sound system."
bc0QbyygT3w,197.765,"[170.775, 195.529]","A young child sits at a table in a bustling, brightly lit restaurant, looking directly at the camera with a neutral expression as a man and a woman speak in the background and a children's song plays faintly."
bc0QbyygT3w,197.765,"[195.529, 197.765]","A young child, dressed in a blue shirt with a design, sits attentively at a table in a bustling restaurant, his gaze fixed on the camera as he holds a spoon, possibly waiting to eat the food on his plate."
ZxjqBjryr6k,309.575933,"[1.8010000000000002, 4.037]","A woman with striking green eyes and long dark hair smiles subtly as she applies purple eyeshadow, her every movement precise and deliberate."
ZxjqBjryr6k,309.575933,"[6.806, 13.313]","Megan Martin, with her warm smile and sparkling light eyes, gazes directly at the camera as a pop song plays softly in the background."
ZxjqBjryr6k,309.575933,"[13.813, 17.017]","As the upbeat pop song continues, the video transitions to a black screen with a simple message from Megan Martin, prompting viewers to subscribe and expressing her gratitude."
ZxjqBjryr6k,309.575933,"[17.751, 137.50857142857143]","Megan Martin, a makeup artist with long dark hair and glasses, smiles at the camera as she speaks, her floral-patterned top contrasting with the neutral background and geometric wall shelves behind her. She explains her recent absence due to travel and work, apologizing to her viewers for not uploading as frequently.  She expresses excitement for upcoming projects and then transitions into the topic of the video: colorful eye makeup for wearing with glasses."
ZxjqBjryr6k,309.575933,"[138.538, 163.3554648526077]","Megan Martin, with her friendly smile and sparkling light eyes, begins applying her makeup, starting with a light beige shade on her cheeks and blending it out with a brush."
